00;10440482;10440482;2023-05-12T09:01:38
01;76892554000102;10440482000154;31872495000172;006;2023-05-11;2023-05-11
01;76892554000102;10440482000154;31872495000172;004;2023-05-11;2023-05-11
01;76892554000102;10440482000154;31872495000172;003;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;006;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;013;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;043;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;010;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;030;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;023;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;005;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;008;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;027;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;037;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;021;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;031;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;003;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;025;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;047;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;019;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;048;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;004;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;026;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;020;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;015;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;007;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;018;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;060;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;061;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;062;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;063;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;064;2023-05-11;2023-05-11
01;92816793000130;10440482000154;88813352000107;065;2023-05-11;2023-05-11
